formation,"parmi les enseignements fournis par l'ecole, quels sont ceux qui meriteraient d'etre approfondis ou renforces ?"
Mecanique Structures Industrielles (MSI - apprentissage),Gestion de projet
Informatique et Gestion (IG),La comunication
Mecanique Structures Industrielles (MSI - apprentissage),Competences sous Excel car on ne sait pas s'en servir et on utilise ce logiciel enormement en entreprise 
Materiaux (MAT),Les materiaux naturels recents peu transformes
Materiaux (MAT),Le vieillissement des materiaux (definition des modes de degradation caracterisation corrosion..) sont des aspects devant etre approfondis.
Genie Biologique et Agroalimentaires (GBA),Connaissance de l'entreprise
Materiaux (MAT),methodes des elements finis sur d'autre logiciels que Cast3m comsol par exemple
Mecanique et Interactions (MI),La formation MI etant jeune s'ameliore chaque annee les enseignements que j'avais trouve manquantes ou peu approfondies sont maintenant mise en place.  Cependant je pense quand meme que l'ecoconception est a ameliorer.
Microelectronique Et Automatique (MEA),Insersion professionelle
Informatique et Gestion (IG),L'informatique decionnel
Materiaux (MAT),Materiaux composites Elements finis
Genie Biologique et Agroalimentaires (GBA),La formation 'Environnement' de la filiere QSE est tres peu abordee pourtant il s'agit d'un domaine crucial. J'aurais souhaite aborde en cours plus de notions relatives aux impacts environnementaux aux demarches d'agro-ecologie...  
Genie Biologique et Agroalimentaires (GBA),Outils amelioration continu  Gestion
Eau et Genie Civil (EGC - apprentissage),Organisation de chantier 
Microelectronique Et Automatique (MEA),Les projets: pour bien etre degourdi dans son travail il faudrait des projets varies qui permettent de travailler sur plusieurs type de micro qui utilisent des capteurs differents mode de communication... C'est la cle pour la suite!
Materiaux (MAT),Polymer Ceramiques Management Physique du solide
Informatique et Gestion (IG),Les technologies web et mobiles les bases de donnees NoSQL
Materiaux (MAT),La mise en forme des materiaux et les principes de productions Qualite et contexte reglementaire
Genie Biologique et Agroalimentaires (GBA),Nutrition
Materiaux (MAT),Analyse par elements finis en utilisant l'outil informatique.  
Materiaux (MAT),Cours d'informatique cours de langue
Informatique et Gestion (IG),Genie Logiciel Bases de donnees non-relationnelles (NoSQL)
Informatique et Gestion (IG),Outils decisionnels
Materiaux (MAT),Gestion de projet Insertion professionnelle Logiciels de CAO
Materiaux (MAT),cours sur le beton ! Meilleurs cours de RDM plus approfondies avec des cas concrets de terrain.  Globalement les cours sont trop acces recherche theorique et non applique (entreprise terrain etc...)
Informatique et Gestion (IG),Je ne sais plus ...
Mecanique et Interactions (MI),Mecatronique
Sciences et Technologies de l'Eau (STE),Management projet  Hydraulique des pompes 
Sciences et Technologies de l'Eau (STE),Utilisation plus approfondie d'ISIS (maintenant Flood-Modeller) et d'ArcGIS/QGis
Genie Biologique et Agroalimentaires (GBA),management de projet Gestion de carriere : Plus de coaching sur comment etre attractif sur les nouveaux reseaux de recrutement (LinkedInpar exemple) ou comment se faire du reseau professionnel.  Des informations sur tous les metiers accessible avec un diplome GBA ( pas que les plus evidents)
Genie Biologique et Agroalimentaires (GBA),Les formations en rapport avec le process : pas assez de travaux pratiques. Le management d'equipe de production + communication. Les outils de resolution de problemes : manque d'exercice pratique. 
Genie Biologique et Agroalimentaires (GBA),La formation qualite de 5A pourrait etre amelioree afin d'eviter les nombreux cours en doublons. 
Genie Biologique et Agroalimentaires (GBA),Gestion de l'entreprise  Reglementation appliquee a l'alimentaire
Genie Biologique et Agroalimentaires (GBA),Marketing Connaissance des metiers de l'entreprise Innovations Excel (macros VBA) Biotechnologies
Genie Biologique et Agroalimentaires (GBA),La partie securite du pole QHSE 
Genie Biologique et Agroalimentaires (GBA),Management de projet
Genie Biologique et Agroalimentaires (GBA),Utilisation d'excel Ou des ERP
Genie Biologique et Agroalimentaires (GBA),Conduite de projet 
Genie Biologique et Agroalimentaires (GBA),gestion de projet 
Genie Biologique et Agroalimentaires (GBA),+ Visites d'entreprises (usines sites logistiques sieges labo. de recherches etc.) + Gestion de projet (application a un projet global sur 2 ans)
Genie Biologique et Agroalimentaires (GBA),Les differentes certifications pour les entreprises Plus d'etudes de cas concrets et de mises en pratique...
Genie Biologique et Agroalimentaires (GBA),Management  Communication 
Genie Biologique et Agroalimentaires (GBA),Qualite production 
Genie Biologique et Agroalimentaires (GBA),L'analyse sensorielle  Cours sur SAP  L'anglais  
Sciences et Technologies de l'Eau (STE),Maitrise d'oeuvre
Genie Biologique et Agroalimentaires (GBA),- Management - Informatique - Gestion de production  -Insertion professionnelle (plus d'heures doivent y etre consacrees : travail sur les candidatures la communication les reseaux professionnels les sites d'annonces APEC etc)
Sciences et Technologies de l'Eau (STE),Le juridique tout ce qui est contrat. 
Genie Biologique et Agroalimentaires (GBA),Qualite
Genie Biologique et Agroalimentaires (GBA),Pour moi notre formation etait vraiment complete.
Genie Biologique et Agroalimentaires (GBA),management et communication / informatique (outil office etc.)
Genie Biologique et Agroalimentaires (GBA),NSP
Genie Biologique et Agroalimentaires (GBA),le droit (la reglementation appliquee au secteur industriel : les obligations des professionnels...)
Microelectronique Et Automatique (MEA),POO developpement embarque
Microelectronique Et Automatique (MEA),Cours de management et d'anglais.
Microelectronique Et Automatique (MEA), 
Microelectronique Et Automatique (MEA),Le developpement projet La creation d'entreprise 
Microelectronique Et Automatique (MEA),Communication et Gestion 
Materiaux (MAT),marche du travail insertion professionelle
Genie Biologique et Agroalimentaires (GBA),communication insertion professionnelle management et tout ce qui concerne l'utilisation des outils informatiques 
Genie Biologique et Agroalimentaires (GBA),Processing management et technique de communication
Materiaux (MAT),Les projets style PIFE les mises en situation 'reelles'.  Les matieres sont enseignees majoritairement de facon theorique ce qui n'a pas un grand interet dans un cadre professionel. 
Sciences et Technologies de l'Eau (STE),Ameliorer la formation en SIG serait utile. Les eleves peuvent utiliser Qgis qui est gratuit.
Materiaux (MAT),Logique informatique
Microelectronique Et Automatique (MEA),Le dev
Genie Biologique et Agroalimentaires (GBA),Pouvoir faire une annee de cesures avec des stages supplementaires proposer un contrat de professionnalisation pour la 2e et la 3e annee
Microelectronique Et Automatique (MEA),Vision professionnel pour mieux apprehender le monde entreprise
Sciences et Technologies de l'Eau (STE),Genie civil et Process de traitement sur les reseaux et stations (etudes de conception et diagnostic).
Materiaux (MAT),Beton
Genie Biologique et Agroalimentaires (GBA),Les enseignements autour du management : gestion d'equipe gestion de reunion negociations commerciales etc.
Materiaux (MAT),Gestion de projet : budgetisation creation de cahier de charges...   Communication/Anglais : reunions en anglais redaction/echange de mail en anglais jeu de role...  Metaux : faire un cours plus approfondi sur les Inox les alliages de Nickel et le Titane. Quelques heures suffiraient...
Genie Biologique et Agroalimentaires (GBA),Les travaux pratiques a l'ATA
Genie Biologique et Agroalimentaires (GBA),Gestion de projet 
Genie Biologique et Agroalimentaires (GBA),Managementdroitcommunication
Genie Biologique et Agroalimentaires (GBA),le marketing les outils informatiques
Systemes Embarques (SE - apprentissage),Developpement collaboratif
Genie Biologique et Agroalimentaires (GBA),Logistique
Materiaux (MAT),Composites  Management de projet Plan d'experiences Insister sur l'enseignement des procedes de mise en oeuvre
Informatique et Gestion (IG),Enseignements techniques developpements
Mecanique et Interactions (MI),L'importance de la proactivite  L'importance de l'ouverture a l'etranger 
Systemes Embarques (SE - apprentissage),NSP
Mecanique et Interactions (MI),elements finis
Genie Biologique et Agroalimentaires (GBA),Communication  management 
Mecanique et Interactions (MI),Gestion de projet
Genie Biologique et Agroalimentaires (GBA),Nutrition Normes / Hygiene Process industriels  Matrices alimentaires => Pas a approfondir mais une autre approche plus pratique vis-a-vis de notre futur metier
Systemes Embarques (SE - apprentissage),Electronique de puissance
Microelectronique Et Automatique (MEA),-> aspects projets (meme si deja bien developpe)
Microelectronique Et Automatique (MEA),J'ai vu beaucoup d'offres demandant des connaissances en electronique de puissance ce qu'on ne voit pas vraiment au cours de la formation.  Cours de veille technologique : je trouvais que le cours n'etait pas tres bien structure. Le projet de fin est une bonne idee en soi mais ce a quoi l'on devait aboutir n'etait pas tres clair tout en etant trop contraignant je pense (obliger a utiliser des gadgets du dashboard)
Genie Biologique et Agroalimentaires (GBA),Anglais Management Biologie moleculaire Biotechnologie Chimie organique
Genie Biologique et Agroalimentaires (GBA),Gestion de production
Materiaux (MAT),Communication et gestion de projets. Il et surtout important de faire comprendre aux eleves que ces derniers ne seront pas leaders d'un projet des l'obtention de leur diplome. Ce genre d'active s'obtient au merite et  l'experience.
Genie Biologique et Agroalimentaires (GBA),R&D
Microelectronique Et Automatique (MEA),Programmation embarquee et oriente objet. 
Sciences et Technologies de l'Eau (STE),hydraulique legislation 
Microelectronique Et Automatique (MEA),Le SQL est tres utilise dans les entreprises aujourd'hui 
Genie Biologique et Agroalimentaires (GBA),Biochimie informatique (ERP) anglais 
Materiaux (MAT),Gestion de projet Statistique
Genie Biologique et Agroalimentaires (GBA),Management et communication Amelioration continue et performances industrielles Gestion des outils informatiques (EXCEL logiciel ERP etc.)
Informatique et Gestion (IG),Les concepts informatiques pas assez pousses
Mecanique et Interactions (MI),Conception management
Microelectronique Et Automatique (MEA),Organisation / Rangement du code et gestion des versions
Genie Biologique et Agroalimentaires (GBA),Vba/excel amelioration continue (lean management)  management humain 
Materiaux (MAT),Electrochimie
Materiaux (MAT),Excel science des polymeres gestion de projet.
Materiaux (MAT),Management de projet est tres utile pour la suite surtout avec un enseignant/intervenant avec de l'experience en entreprise
Mecanique Structures Industrielles (MSI - apprentissage),Bureau d'etudes
Eau et Genie Civil (EGC - apprentissage),GC
Genie Biologique et Agroalimentaires (GBA),Approfondir l'amelioration continue. Les ateliers entre eleves restent tres superficiels par rapport aux attentes des entreprises. Et c'est une competence attendue sur de nombreux profils et pas seulement pour des responsable AC.
Mecanique et Interactions (MI),Resistance des Materiaux - Mecanique des fluides numeriques - Anglais - Espagnol - Droit du travail - Management de projet - Insertion Professionnelle
